clk,re,en,rst,sig_label,current,e,spike,voltage
1,0,1,0,0,0001100100000,00001011100,0,1111010111111
0,0,1,0,0,0001100100000,00001011100,0,1111010011111
1,0,1,0,0,0001100100000,00001011100,0,1111010011111
0,0,1,0,0,0001100100000,00001011100,0,1111011000011
1,0,1,0,0,0001100100000,00001011100,0,1111011000011
0,0,1,0,0,0001100100000,00001011100,0,1111010011010
1,0,1,0,0,0001100100000,00001011100,0,1111010011010
0,0,1,0,0,0001100100000,00001011100,1,0000110100100
1,0,1,0,0,0001100100000,00001011100,1,0000110100100
0,0,1,0,0,0001100100000,00001011101,1,0000101011000
1,0,1,0,0,0001100100000,00001011101,1,0000101011000
0,0,1,0,0,0001100100000,00001011110,1,0000110101110
1,0,1,0,0,0001100100000,00001011110,1,0000110101110
0,0,1,0,0,0001100100000,00001011111,1,0000101001100
1,0,1,0,0,0001100100000,00001011111,1,0000101001100
0,0,1,0,0,0001100100000,00001100000,0,1111010111111
1,0,1,0,0,0001100100000,00001100000,0,1111010111111
0,0,1,0,0,0001100100000,00001100000,0,1111010011111
1,0,1,0,0,0001100100000,00001100000,0,1111010011111
0,0,1,0,0,0001100100000,00001100000,0,1111011000010
1,0,1,0,0,0001100100000,00001100000,0,1111011000010
0,0,1,0,0,0001100100000,00001100000,0,1111010011010
1,0,1,0,0,0001100100000,00001100000,0,1111010011010
0,0,1,0,0,0001100100000,00001100000,1,0000110100100
1,0,1,0,0,0001100100000,00001100000,1,0000110100100
0,0,1,0,0,0001100100000,00001100001,1,0000101010111
1,0,1,0,0,0001100100000,00001100001,1,0000101010111
0,0,1,0,0,0001100100000,00001100010,1,0000110101011
1,0,1,0,0,0001100100000,00001100010,1,0000110101011
0,0,1,0,0,0001100100000,00001100011,1,0000101001100
1,0,1,0,0,0001100100000,00001100011,1,0000101001100
0,0,1,0,0,0001100100000,00001100100,0,1111010111110
1,0,1,0,0,0001100100000,00001100100,0,1111010111110
0,0,1,0,0,0001100100000,00001100100,0,1111010011110
1,0,1,0,0,0001100100000,00001100100,0,1111010011110
0,0,1,0,0,0001100100000,00001100100,0,1111011000010
1,0,1,0,0,0001100100000,00001100100,0,1111011000010
0,0,1,0,0,0001100100000,00001100100,0,1111010011001
1,0,1,0,0,0001100100000,00001100100,0,1111010011001
0,0,1,0,0,0001100100000,00001100100,1,0000110100000
1,0,1,0,0,0001100100000,00001100100,1,0000110100000
0,0,1,0,0,0001100100000,00001100101,1,0000101010100
1,0,1,0,0,0001100100000,00001100101,1,0000101010100
0,0,1,0,0,0001100100000,00001100110,1,0000110101010
1,0,1,0,0,0001100100000,00001100110,1,0000110101010
0,0,1,0,0,0001100100000,00001100111,1,0000101001000
1,0,1,0,0,0001100100000,00001100111,1,0000101001000
0,0,1,0,0,0001100100000,00001101000,0,1111010111110
1,0,1,0,0,0001100100000,00001101000,0,1111010111110
0,0,1,0,0,0001100100000,00001101000,0,1111010011110
1,0,1,0,0,0001100100000,00001101000,0,1111010011110
0,0,1,0,0,0001100100000,00001101000,0,1111011000001
1,0,1,0,0,0001100100000,00001101000,0,1111011000001
0,0,1,0,0,0001100100000,00001101000,0,1111010011001
1,0,1,0,0,0001100100000,00001101000,0,1111010011001
0,0,1,0,0,0001100100000,00001101000,1,0000110100000
1,0,1,0,0,0001100100000,00001101000,1,0000110100000
0,0,1,0,0,0001100100000,00001101001,1,0000101010011
1,0,1,0,0,0001100100000,00001101001,1,0000101010011
0,0,1,0,0,0001100100000,00001101010,1,0000110100110
1,0,1,0,0,0001100100000,00001101010,1,0000110100110
0,0,1,0,0,0001100100000,00001101011,1,0000101001000
